contest_name,reporting_unit_id,hindi,ru_order,county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,jay_schroeder_rep,doug_la_follette_dem,brad_karas_write_in_wgr,scattering,race
SECRETARY OF STATE,143651,41226,3,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 3,Congressional - District 1,State Senate - District 28,Assembly - District 82,708,623,0,1,secretary of state
SECRETARY OF STATE,143649,41226,4,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 4,Congressional - District 1,State Senate - District 28,Assembly - District 82,364,259,0,0,secretary of state
SECRETARY OF STATE,143647,41226,5,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 5,Congressional - District 1,State Senate - District 28,Assembly - District 82,304,246,0,0,secretary of state
SECRETARY OF STATE,143648,41226,6,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 6,Congressional - District 1,State Senate - District 28,Assembly - District 82,522,342,0,1,secretary of state
SECRETARY OF STATE,143646,41226,7,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 7,Congressional - District 1,State Senate - District 28,Assembly - District 82,678,503,0,0,secretary of state
SECRETARY OF STATE,143642,41226,8,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 8,Congressional - District 1,State Senate - District 28,Assembly - District 82,294,363,0,0,secretary of state
SECRETARY OF STATE,143643,41226,9,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 9,Congressional - District 1,State Senate - District 28,Assembly - District 82,371,416,0,1,secretary of state
SECRETARY OF STATE,143644,41226,10,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 10,Congressional - District 1,State Senate - District 28,Assembly - District 82,182,162,0,1,secretary of state
SECRETARY OF STATE,143645,41226,11,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 11,Congressional - District 1,State Senate - District 28,Assembly - District 82,563,403,0,0,secretary of state
SECRETARY OF STATE,143639,41226,12,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 12,Congressional - District 1,State Senate - District 7,Assembly - District 21,416,295,0,0,secretary of state
SECRETARY OF STATE,143640,41226,13,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 13,Congressional - District 1,State Senate - District 28,Assembly - District 82,538,415,0,0,secretary of state
SECRETARY OF STATE,143641,41226,14,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 14,Congressional - District 1,State Senate - District 28,Assembly - District 82,484,364,0,3,secretary of state
SECRETARY OF STATE,143637,41226,15,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 15A,Congressional - District 1,State Senate - District 28,Assembly - District 82,274,180,0,0,secretary of state
SECRETARY OF STATE,143638,41226,15,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 15B,Congressional - District 1,State Senate - District 7,Assembly - District 21,171,164,0,0,secretary of state
SECRETARY OF STATE,143653,41226,16,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 16,Congressional - District 1,State Senate - District 28,Assembly - District 82,596,393,0,1,secretary of state
SECRETARY OF STATE,143654,41226,17,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 17,Congressional - District 1,State Senate - District 28,Assembly - District 82,313,298,0,2,secretary of state
SECRETARY OF STATE,143655,41226,18,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 18,Congressional - District 1,State Senate - District 28,Assembly - District 82,231,162,0,0,secretary of state
SECRETARY OF STATE,143656,41226,19,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 19,Congressional - District 1,State Senate - District 28,Assembly - District 82,616,448,0,0,secretary of state
SECRETARY OF STATE,143635,41226,20,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 20,Congressional - District 1,State Senate - District 28,Assembly - District 82,245,279,0,0,secretary of state
SECRETARY OF STATE,143636,41226,21,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 21,Congressional - District 1,State Senate - District 28,Assembly - District 82,103,151,0,0,secretary of state
SECRETARY OF STATE,143632,41226,22,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 22A,Congressional - District 1,State Senate - District 28,Assembly - District 82,331,272,0,0,secretary of state
SECRETARY OF STATE,143633,41226,22,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 22B,Congressional - District 1,State Senate - District 28,Assembly - District 83,329,256,0,0,secretary of state
SECRETARY OF STATE,143634,41226,23,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 23,Congressional - District 1,State Senate - District 28,Assembly - District 82,623,418,0,2,secretary of state
SECRETARY OF STATE,146054,41231,1,MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 1,7",Congressional - District 4,State Senate - District 4,Assembly - District 11,316,836,0,1,secretary of state
SECRETARY OF STATE,146055,41231,2,MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 2,8S",Congressional - District 4,State Senate - District 4,Assembly - District 11,191,527,0,0,secretary of state
SECRETARY OF STATE,146052,41231,3,MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 3,9",Congressional - District 4,State Senate - District 8,Assembly - District 24,463,873,0,0,secretary of state
SECRETARY OF STATE,146053,41231,4,MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 4,10",Congressional - District 4,State Senate - District 8,Assembly - District 24,440,974,0,5,secretary of state
SECRETARY OF STATE,146058,41231,5,MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 5,11",Congressional - District 4,State Senate - District 8,Assembly - District 24,367,786,0,0,secretary of state
SECRETARY OF STATE,146057,41231,6,MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 6,12",Congressional - District 4,State Senate - District 4,Assembly - District 11,255,736,0,1,secretary of state
SECRETARY OF STATE,146056,41231,8,MILWAUKEE,City of GLENDALE,City of GLENDALE Ward 8,Congressional - District 4,State Senate - District 8,Assembly - District 24,162,338,0,0,secretary of state
SECRETARY OF STATE,146059,41231,11,MILWAUKEE,City of GLENDALE,City of GLENDALE Ward 11S,Congressional - District 4,State Senate - District 4,Assembly - District 11,36,211,0,0,secretary of state
SECRETARY OF STATE,144098,41236,1,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 1,Congressional - District 5,State Senate - District 3,Assembly - District 7,373,497,0,1,secretary of state
SECRETARY OF STATE,144097,41236,2,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 2,Congressional - District 5,State Senate - District 28,Assembly - District 82,353,393,0,0,secretary of state
SECRETARY OF STATE,144095,41236,3,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 3,Congressional - District 5,State Senate - District 3,Assembly - District 7,282,446,0,0,secretary of state
SECRETARY OF STATE,144096,41236,4,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 4,Congressional - District 5,State Senate - District 3,Assembly - District 7,237,427,0,0,secretary of state
SECRETARY OF STATE,144112,41236,5,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 5,Congressional - District 5,State Senate - District 28,Assembly - District 84,389,475,0,0,secretary of state
SECRETARY OF STATE,144113,41236,6,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 6,Congressional - District 5,State Senate - District 28,Assembly - District 84,465,379,0,0,secretary of state
SECRETARY OF STATE,144114,41236,7,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 7,Congressional - District 5,State Senate - District 28,Assembly - District 84,502,486,0,2,secretary of state
SECRETARY OF STATE,144115,41236,8,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 8,Congressional - District 5,State Senate - District 28,Assembly - District 84,377,530,0,1,secretary of state
SECRETARY OF STATE,144108,41236,9,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 9,Congressional - District 5,State Senate - District 28,Assembly - District 84,424,436,0,0,secretary of state
SECRETARY OF STATE,144109,41236,10,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 10,Congressional - District 5,State Senate - District 28,Assembly - District 84,484,451,0,1,secretary of state
SECRETARY OF STATE,144110,41236,11,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 11,Congressional - District 5,State Senate - District 28,Assembly - District 84,616,489,0,0,secretary of state
SECRETARY OF STATE,144111,41236,12,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 12,Congressional - District 5,State Senate - District 28,Assembly - District 84,572,456,0,2,secretary of state
SECRETARY OF STATE,144102,41236,13,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 13,Congressional - District 5,State Senate - District 28,Assembly - District 84,235,299,0,0,secretary of state
SECRETARY OF STATE,144103,41236,14,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 14,Congressional - District 5,State Senate - District 28,Assembly - District 84,325,398,0,0,secretary of state
SECRETARY OF STATE,144104,41236,15,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 15,Congressional - District 5,State Senate - District 28,Assembly - District 84,377,345,0,0,secretary of state
SECRETARY OF STATE,144105,41236,16,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 16,Congressional - District 5,State Senate - District 28,Assembly - District 82,168,152,0,0,secretary of state
SECRETARY OF STATE,144106,41236,17,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 17,Congressional - District 5,State Senate - District 28,Assembly - District 82,280,368,0,0,secretary of state
SECRETARY OF STATE,144107,41236,18,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 18,Congressional - District 5,State Senate - District 3,Assembly - District 7,354,367,0,0,secretary of state
SECRETARY OF STATE,144101,41236,19,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 19,Congressional - District 5,State Senate - District 28,Assembly - District 82,458,606,0,1,secretary of state
SECRETARY OF STATE,144099,41236,20,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 20,Congressional - District 5,State Senate - District 28,Assembly - District 82,584,597,0,0,secretary of state
SECRETARY OF STATE,144100,41236,21,MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 21,Congressional - District 5,State Senate - District 28,Assembly - District 82,305,385,0,0,secretary of state
SECRETARY OF STATE,144580,41251,1,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 1,Congressional - District 4,State Senate - District 4,Assembly - District 12,189,802,1,2,secretary of state
SECRETARY OF STATE,144581,41251,2,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 2,Congressional - District 4,State Senate - District 4,Assembly - District 12,15,251,0,1,secretary of state
SECRETARY OF STATE,144582,41251,3,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 3,Congressional - District 4,State Senate - District 4,Assembly - District 12,139,589,0,1,secretary of state
SECRETARY OF STATE,144584,41251,4,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 4,Congressional - District 4,State Senate - District 4,Assembly - District 12,148,1106,0,1,secretary of state
SECRETARY OF STATE,144583,41251,5,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 5,Congressional - District 4,State Senate - District 4,Assembly - District 12,96,542,0,2,secretary of state
SECRETARY OF STATE,144585,41251,6,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 6,Congressional - District 4,State Senate - District 4,Assembly - District 12,273,1178,0,1,secretary of state
SECRETARY OF STATE,144586,41251,7,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 7,Congressional - District 4,State Senate - District 4,Assembly - District 12,129,372,0,0,secretary of state
SECRETARY OF STATE,144537,41251,8,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 8,Congressional - District 4,State Senate - District 4,Assembly - District 12,269,983,0,3,secretary of state
SECRETARY OF STATE,144587,41251,9,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 9,Congressional - District 4,State Senate - District 4,Assembly - District 12,108,553,0,1,secretary of state
SECRETARY OF STATE,144588,41251,10,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 10,Congressional - District 4,State Senate - District 4,Assembly - District 12,212,742,0,0,secretary of state
SECRETARY OF STATE,144589,41251,11,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 11,Congressional - District 4,State Senate - District 4,Assembly - District 11,138,722,0,4,secretary of state
SECRETARY OF STATE,144709,41251,12,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 12,Congressional - District 4,State Senate - District 4,Assembly - District 11,97,636,0,2,secretary of state
SECRETARY OF STATE,144751,41251,13,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 13,Congressional - District 4,State Senate - District 4,Assembly - District 11,86,344,0,0,secretary of state
SECRETARY OF STATE,144591,41251,14,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 14,Congressional - District 4,State Senate - District 4,Assembly - District 11,45,741,0,1,secretary of state
SECRETARY OF STATE,144590,41251,15,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 15,Congressional - District 4,State Senate - District 4,Assembly - District 11,193,479,0,2,secretary of state
SECRETARY OF STATE,144592,41251,16,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 16,Congressional - District 4,State Senate - District 4,Assembly - District 11,111,1062,0,1,secretary of state
SECRETARY OF STATE,144593,41251,17,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 17,Congressional - District 4,State Senate - District 4,Assembly - District 11,99,453,0,0,secretary of state
SECRETARY OF STATE,144501,41251,18,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 18,Congressional - District 4,State Senate - District 4,Assembly - District 11,115,615,0,1,secretary of state
SECRETARY OF STATE,144500,41251,19,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 19,Congressional - District 4,State Senate - District 4,Assembly - District 11,67,492,0,2,secretary of state
SECRETARY OF STATE,144673,41251,20,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 20,Congressional - District 4,State Senate - District 4,Assembly - District 11,69,630,0,1,secretary of state
SECRETARY OF STATE,144646,41251,21,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 21,Congressional - District 4,State Senate - District 4,Assembly - District 11,45,621,0,0,secretary of state
SECRETARY OF STATE,144647,41251,22,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 22,Congressional - District 4,State Senate - District 4,Assembly - District 11,55,547,0,2,secretary of state
SECRETARY OF STATE,144798,41251,23,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 23,Congressional - District 4,State Senate - District 4,Assembly - District 11,30,230,0,2,secretary of state
SECRETARY OF STATE,144801,41251,24,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 24,Congressional - District 4,State Senate - District 4,Assembly - District 11,14,243,0,0,secretary of state
SECRETARY OF STATE,144799,41251,25,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 25,Congressional - District 4,State Senate - District 4,Assembly - District 11,56,519,0,0,secretary of state
SECRETARY OF STATE,144800,41251,26,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 26,Congressional - District 4,State Senate - District 4,Assembly - District 11,58,503,0,2,secretary of state
SECRETARY OF STATE,144697,41251,27,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 27,Congressional - District 4,State Senate - District 4,Assembly - District 11,58,434,0,0,secretary of state
SECRETARY OF STATE,144698,41251,28,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 28,Congressional - District 4,State Senate - District 4,Assembly - District 11,25,156,0,2,secretary of state
SECRETARY OF STATE,144696,41251,29,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 29,Congressional - District 4,State Senate - District 4,Assembly - District 12,26,227,0,0,secretary of state
SECRETARY OF STATE,144730,41251,30,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 30,Congressional - District 4,State Senate - District 4,Assembly - District 12,72,523,0,0,secretary of state
SECRETARY OF STATE,144731,41251,31,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 31,Congressional - District 4,State Senate - District 4,Assembly - District 12,50,464,0,0,secretary of state
SECRETARY OF STATE,144512,41251,32,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 32,Congressional - District 4,State Senate - District 4,Assembly - District 12,182,1001,0,1,secretary of state
SECRETARY OF STATE,144538,41251,33,MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 33,Congressional - District 4,State Senate - District 8,Assembly - District 22,556,1169,0,0,secretary of state
